Customer_ID,First_Name,Last_Name,Gender,Age,Age_Group,Date_of_Birth,Marital_Status,Education,Occupation,Employment_Status,Customer_Segment,Customer_Value_Category,Customer_Status,Credit_Card,Debit_Card,Online_Banking,Mobile_Banking
CUST-25645,George,Rodriguez,Male,30,26-35,1994-05-29,Single,Master,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-27748,David,Allen,Male,49,36-50,1975-04-19,Divorced,Master,Technology,Salaried,High Value,Platinum,Active,Yes,Yes,Yes,Yes
CUST-17459,Thomas,Baker,Male,48,36-50,1975-11-30,Married,Master,Professional,Salaried,Premium,Gold,Active,No,Yes,Yes,No
CUST-17793,Eric,Garcia,Male,22,18-25,2002-01-25,Single,High School,Services,Salaried,Standard,Bronze,Active,No,No,Yes,Yes
CUST-12066,Betty,Baker,Female,58,51-65,1965-11-14,Married,Master,Management,Self-Employed,High Value,Platinum,Active,Yes,Yes,Yes,Yes
CUST-20936,William,Thomas,Male,30,26-35,1993-12-19,Married,Master,Professional,Salaried,Emerging,Gold,Active,Yes,Yes,No,Yes
CUST-23477,Eric,Nguyen,Male,48,36-50,1976-03-21,Divorced,High School,Services,Salaried,Standard,Silver,Active,No,Yes,No,No
CUST-11445,Ashley,Baker,Female,51,51-65,1972-10-05,Single,Doctorate,Management,Salaried,High Value,Platinum,Active,Yes,Yes,Yes,Yes
CUST-28691,Barbara,Perez,Female,27,26-35,1996-07-20,Married,Bachelor,Professional,Salaried,Emerging,Silver,Active,No,Yes,Yes,Yes
CUST-11373,Elizabeth,Smith,Female,32,26-35,1991-12-19,Single,Bachelor,Professional,Salaried,Premium,Platinum,Active,Yes,Yes,Yes,Yes
CUST-10279,Betty,Ramirez,Female,40,36-50,1983-09-26,Married,Bachelor,Finance,Salaried,Premium,Gold,Active,No,Yes,Yes,Yes
CUST-24512,Mary,Sanchez,Female,56,51-65,1968-05-14,Married,Bachelor,Technology,Self-Employed,Premium,Gold,Active,No,Yes,Yes,No
CUST-20740,Alexander,Taylor,Male,46,36-50,1977-11-22,Married,Associate,Administrative,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-13172,Jonathan,Perez,Male,54,51-65,1970-02-21,Married,Master,Healthcare,Self-Employed,High Value,Platinum,Active,Yes,Yes,Yes,No
CUST-10514,Michelle,Adams,Female,46,36-50,1978-04-27,Single,High School,Sales,Salaried,Emerging,Silver,Active,No,Yes,Yes,Yes
CUST-13932,Thomas,Adams,Male,23,18-25,2001-04-11,Single,High School,Services,Salaried,Standard,Bronze,Active,Yes,Yes,No,No
CUST-13112,Charles,King,Male,39,36-50,1984-12-24,Married,Bachelor,Technology,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-15747,Kathleen,Jackson,Female,26,26-35,1998-02-06,Married,Master,Management,Salaried,Premium,Gold,Inactive,Yes,Yes,No,Yes
CUST-12617,Paul,Flores,Male,36,36-50,1987-12-25,Married,High School,Services,Salaried,Standard,Silver,Active,Yes,Yes,No,No
CUST-12863,Patricia,Wilson,Female,63,51-65,1960-08-12,Married,Master,Management,Salaried,Premium,Platinum,Active,Yes,Yes,Yes,Yes
CUST-14098,Donald,Johnson,Male,36,36-50,1988-05-11,Married,Bachelor,Management,Contract,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-18615,Patrick,Martinez,Male,49,36-50,1975-01-18,Single,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-16591,Kevin,Rodriguez,Male,61,51-65,1963-06-19,Married,Doctorate,Professional,Salaried,Premium,Platinum,Active,Yes,No,Yes,Yes
CUST-22511,Ryan,Jones,Male,18,18-25,2005-12-30,Single,Bachelor,Finance,Salaried,Premium,Gold,Active,Yes,Yes,No,No
CUST-26192,Andrew,Flores,Male,41,36-50,1982-09-16,Married,Master,Healthcare,Salaried,Standard,Gold,Active,Yes,Yes,Yes,No
CUST-22706,Lisa,Perez,Female,41,36-50,1982-07-29,Divorced,Associate,Administrative,Self-Employed,Premium,Gold,Active,No,Yes,Yes,Yes
CUST-20811,Melissa,Adams,Female,53,51-65,1970-09-01,Married,Bachelor,Finance,Contract,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-13837,Stephanie,Hernandez,Female,41,36-50,1982-11-07,Married,Master,Healthcare,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-20408,Shirley,Martinez,Female,51,51-65,1972-09-12,Married,Bachelor,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-19363,Joseph,Anderson,Male,41,36-50,1983-05-20,Married,Associate,Skilled Labor,Salaried,Premium,Silver,Active,No,Yes,No,Yes
CUST-14668,Anna,Green,Female,43,36-50,1981-03-01,Married,High School,Skilled Labor,Salaried,Standard,Bronze,Active,No,Yes,Yes,Yes
CUST-20483,Elizabeth,Scott,Female,18,18-25,2005-11-24,Single,Bachelor,Student,Unemployed,Emerging,Bronze,Active,No,Yes,Yes,Yes
CUST-15761,Betty,Garcia,Female,42,36-50,1982-04-29,Single,Associate,Healthcare,Salaried,Standard,Silver,Active,Yes,Yes,Yes,No
CUST-15854,Kimberly,Hall,Female,18,18-25,2006-03-26,Single,High School,Sales,Self-Employed,Emerging,Silver,Active,No,No,Yes,No
CUST-16400,Nicole,Thomas,Female,40,36-50,1984-01-30,Married,Bachelor,Professional,Salaried,Emerging,Bronze,Active,Yes,Yes,Yes,Yes
CUST-20753,Michelle,Hall,Female,30,26-35,1993-07-18,Single,Master,Technology,Salaried,High Value,Platinum,Active,Yes,No,Yes,Yes
CUST-28412,Sharon,Lopez,Female,47,36-50,1977-05-25,Married,Bachelor,Professional,Self-Employed,Premium,Gold,Active,Yes,No,Yes,Yes
CUST-24554,Kimberly,Wilson,Female,43,36-50,1980-12-04,Married,Master,Management,Self-Employed,Premium,Platinum,Inactive,Yes,Yes,No,Yes
CUST-18026,Ronald,White,Male,49,36-50,1974-10-09,Single,Bachelor,Management,Self-Employed,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-29654,Jonathan,Rodriguez,Male,36,36-50,1987-07-27,Divorced,Doctorate,Professional,Salaried,Premium,Gold,Inactive,Yes,Yes,Yes,Yes
CUST-21842,Donna,Garcia,Female,34,26-35,1989-09-03,Married,Bachelor,Professional,Salaried,Standard,Silver,Active,Yes,No,Yes,Yes
CUST-18410,Larry,Lopez,Male,34,26-35,1989-07-29,Married,Bachelor,Professional,Salaried,Premium,Gold,Dormant,Yes,Yes,Yes,Yes
CUST-19069,Richard,Anderson,Male,39,36-50,1984-09-04,Married,Bachelor,Professional,Self-Employed,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-15457,Larry,Martinez,Male,36,36-50,1988-05-04,Married,High School,Skilled Labor,Self-Employed,High Risk,Bronze,Active,No,Yes,Yes,Yes
CUST-26332,Debra,Flores,Female,24,18-25,2000-03-11,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-20748,Debra,Jackson,Female,59,51-65,1965-01-04,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,No,Yes,Yes
CUST-24908,Michael,Williams,Male,37,36-50,1987-02-13,Married,Master,Professional,Salaried,Premium,Platinum,Inactive,Yes,Yes,Yes,Yes
CUST-18159,Frank,Green,Male,31,26-35,1992-08-30,Married,Associate,Skilled Labor,Salaried,Standard,Bronze,Active,Yes,Yes,Yes,Yes
CUST-11706,Jeffrey,Gonzalez,Male,29,26-35,1995-04-23,Single,Bachelor,Technology,Salaried,Premium,Silver,Active,Yes,Yes,No,Yes
CUST-28401,Cynthia,Sanchez,Female,31,26-35,1992-07-10,Married,Associate,Administrative,Salaried,Standard,Bronze,Active,Yes,Yes,Yes,Yes
CUST-21779,Rebecca,Ramirez,Female,37,36-50,1986-07-27,Single,Master,Professional,Self-Employed,Standard,Platinum,Active,Yes,Yes,Yes,Yes
CUST-19827,Jacob,Flores,Male,53,51-65,1971-01-25,Married,High School,Services,Salaried,Premium,Silver,Active,Yes,Yes,Yes,Yes
CUST-10477,Richard,Lopez,Male,65,51-65,1959-01-31,Married,High School,Sales,Unemployed,Standard,Bronze,Active,Yes,No,Yes,Yes
CUST-25392,Kathleen,King,Female,33,26-35,1991-01-21,Single,Bachelor,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-24064,Thomas,Perez,Male,19,18-25,2005-01-06,Single,Bachelor,Student,Unemployed,High Risk,Silver,Active,Yes,Yes,No,Yes
CUST-27269,Edward,Davis,Male,49,36-50,1974-12-20,Single,Bachelor,Sales,Salaried,Standard,Silver,Active,Yes,Yes,Yes,No
CUST-19692,Donald,Smith,Male,50,36-50,1974-01-11,Married,Associate,Sales,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-25147,Debra,Wright,Female,25,18-25,1999-06-14,Single,High School,Services,Salaried,Emerging,Bronze,Inactive,Yes,Yes,No,No
CUST-24010,Susan,White,Female,48,36-50,1976-06-23,Married,Master,Management,Salaried,Premium,Platinum,Active,Yes,Yes,Yes,Yes
CUST-20785,Kimberly,Martinez,Female,34,26-35,1989-07-13,Married,Master,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-15001,Larry,Adams,Male,41,36-50,1983-06-26,Married,Master,Professional,Salaried,Premium,Platinum,Active,Yes,No,No,Yes
CUST-20802,Rachel,Baker,Female,40,36-50,1983-10-16,Married,Doctorate,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-19870,Jacob,Walker,Male,49,36-50,1975-06-13,Married,Master,Professional,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-15091,George,Baker,Male,75,65+,1948-12-22,Married,High School,Retired,Retired,Standard,Bronze,Active,No,Yes,Yes,Yes
CUST-23888,Joshua,Lopez,Male,58,51-65,1966-01-09,Divorced,Associate,Services,Salaried,Standard,Bronze,Inactive,No,Yes,Yes,No
CUST-28873,Barbara,Lee,Female,32,26-35,1992-06-26,Married,Master,Technology,Self-Employed,Premium,Gold,Inactive,Yes,Yes,Yes,Yes
CUST-10971,Linda,Ramirez,Female,26,26-35,1998-05-23,Married,Bachelor,Sales,Salaried,High Risk,Silver,Active,Yes,Yes,Yes,Yes
CUST-22628,Stephanie,Johnson,Female,18,18-25,2006-06-28,Single,Bachelor,Professional,Salaried,Standard,Silver,Active,Yes,No,Yes,No
CUST-17176,Joshua,Green,Male,59,51-65,1965-02-16,Widowed,Master,Professional,Salaried,Premium,Platinum,Active,Yes,Yes,Yes,Yes
CUST-16211,Timothy,Wright,Male,43,36-50,1981-02-05,Married,Bachelor,Management,Self-Employed,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-27524,Barbara,Baker,Female,18,18-25,2006-03-24,Single,Bachelor,Professional,Salaried,High Risk,Gold,Active,No,No,No,Yes
CUST-14203,Andrew,Torres,Male,46,36-50,1977-07-27,Single,High School,Administrative,Salaried,Emerging,Silver,Inactive,No,Yes,Yes,Yes
CUST-26847,Lisa,Hall,Female,45,36-50,1979-01-03,Single,Bachelor,Sales,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-26683,Stephen,Miller,Male,62,51-65,1961-11-25,Single,Associate,Skilled Labor,Salaried,Emerging,Silver,Active,Yes,Yes,No,Yes
CUST-25456,David,Perez,Male,46,36-50,1978-02-17,Single,Associate,Administrative,Salaried,Standard,Silver,Active,No,Yes,No,Yes
CUST-26573,Sandra,Martinez,Female,25,18-25,1999-03-22,Single,Bachelor,Finance,Salaried,High Risk,Gold,Active,Yes,No,No,No
CUST-12381,Melissa,Brown,Female,21,18-25,2002-07-15,Married,High School,Services,Salaried,Standard,Bronze,Active,Yes,Yes,No,Yes
CUST-19982,Barbara,Hernandez,Female,69,65+,1955-06-12,Married,Bachelor,Retired,Retired,Emerging,Bronze,Active,Yes,Yes,No,Yes
CUST-29636,Jessica,Martinez,Female,43,36-50,1981-02-18,Married,High School,Services,Salaried,High Risk,Bronze,Active,Yes,Yes,Yes,Yes
CUST-19481,Patrick,Miller,Male,47,36-50,1976-10-02,Married,Associate,Administrative,Salaried,Standard,Bronze,Dormant,Yes,Yes,No,Yes
CUST-15136,Alexander,Lewis,Male,27,26-35,1996-07-17,Married,Bachelor,Professional,Contract,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-29797,Michelle,Smith,Female,64,51-65,1960-02-26,Married,Master,Technology,Self-Employed,Premium,Platinum,Active,Yes,No,Yes,Yes
CUST-13819,Elizabeth,Williams,Female,38,36-50,1986-06-27,Single,Master,Healthcare,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,No
CUST-14521,Brenda,Lewis,Female,18,18-25,2005-10-13,Single,High School,Sales,Salaried,Emerging,Bronze,Dormant,No,Yes,Yes,Yes
CUST-17409,Brandon,Thompson,Male,64,51-65,1960-02-18,Widowed,Associate,Sales,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-10734,Sandra,Martin,Female,46,36-50,1977-11-04,Married,Bachelor,Technology,Salaried,Premium,Gold,Active,Yes,No,Yes,No
CUST-25232,Angela,Harris,Female,46,36-50,1977-11-05,Single,Bachelor,Finance,Salaried,Premium,Gold,Inactive,Yes,Yes,Yes,Yes
CUST-16467,Sandra,Walker,Female,46,36-50,1978-06-13,Married,Doctorate,Healthcare,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-25674,Melissa,Walker,Female,44,36-50,1980-02-20,Single,High School,Administrative,Salaried,Standard,Silver,Active,Yes,Yes,No,Yes
CUST-25889,Debra,Hall,Female,41,36-50,1983-06-02,Married,Doctorate,Healthcare,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-17135,Jonathan,Garcia,Male,46,36-50,1977-08-13,Married,Master,Management,Salaried,Premium,Platinum,Active,No,Yes,Yes,Yes
CUST-18098,Gary,Wright,Male,51,51-65,1972-10-24,Married,High School,Sales,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-29984,Brian,Martinez,Male,34,26-35,1990-03-12,Married,High School,Skilled Labor,Salaried,Standard,Bronze,Active,No,Yes,No,Yes
CUST-17607,Mark,Brown,Male,28,26-35,1995-09-19,Married,Bachelor,Management,Self-Employed,Standard,Silver,Active,No,Yes,Yes,No
CUST-24329,Charles,Gonzalez,Male,40,36-50,1984-04-30,Divorced,Bachelor,Professional,Salaried,Premium,Gold,Inactive,No,Yes,No,Yes
CUST-28264,Margaret,Hill,Female,47,36-50,1976-10-28,Single,Bachelor,Technology,Salaried,Premium,Platinum,Active,Yes,Yes,Yes,Yes
CUST-19548,Stephen,Brown,Male,35,26-35,1988-12-25,Single,Associate,Skilled Labor,Salaried,Standard,Bronze,Active,Yes,Yes,Yes,Yes
CUST-13354,Benjamin,Rodriguez,Male,52,51-65,1972-05-09,Married,Associate,Administrative,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-16735,John,Young,Male,42,36-50,1981-11-06,Married,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-25826,Timothy,Miller,Male,33,26-35,1991-06-19,Single,High School,Skilled Labor,Salaried,Standard,Bronze,Active,No,Yes,Yes,Yes
CUST-28971,Eric,Smith,Male,45,36-50,1979-06-04,Married,Bachelor,Management,Salaried,Premium,Gold,Inactive,Yes,No,Yes,Yes
CUST-19816,Linda,Martinez,Female,40,36-50,1983-11-08,Divorced,High School,Sales,Salaried,Standard,Bronze,Active,Yes,Yes,Yes,No
CUST-25472,Sharon,Wilson,Female,51,51-65,1972-07-18,Single,Associate,Skilled Labor,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-29302,Donna,Hall,Female,47,36-50,1977-04-22,Single,Master,Technology,Salaried,Premium,Platinum,Inactive,Yes,Yes,Yes,Yes
CUST-24571,Timothy,Jackson,Male,30,26-35,1994-04-26,Single,Master,Management,Salaried,Standard,Gold,Active,No,Yes,Yes,Yes
CUST-24409,Amanda,Robinson,Female,40,36-50,1983-08-23,Married,Bachelor,Professional,Self-Employed,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-23692,John,White,Male,35,26-35,1988-10-24,Married,Bachelor,Technology,Salaried,Standard,Silver,Active,Yes,No,No,No
CUST-28552,Shirley,Hall,Female,45,36-50,1978-11-10,Single,High School,Skilled Labor,Salaried,Standard,Silver,Active,No,Yes,Yes,No
CUST-11442,Richard,Davis,Male,38,36-50,1986-02-13,Married,High School,Skilled Labor,Salaried,Standard,Bronze,Active,No,Yes,Yes,Yes
CUST-12886,Emma,Allen,Female,32,26-35,1991-11-09,Single,Bachelor,Finance,Salaried,Standard,Silver,Active,No,No,Yes,Yes
CUST-26667,Sarah,Rodriguez,Female,25,18-25,1998-09-09,Single,Master,Technology,Self-Employed,Emerging,Silver,Inactive,Yes,Yes,No,Yes
CUST-18528,Susan,Green,Female,38,36-50,1986-06-05,Married,High School,Logistics,Self-Employed,Emerging,Bronze,Active,No,No,Yes,Yes
CUST-20698,Mark,Brown,Male,53,51-65,1971-06-12,Divorced,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-25372,Brenda,Flores,Female,48,36-50,1976-05-14,Married,Bachelor,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-29837,Amy,Torres,Female,67,65+,1956-07-28,Married,Master,Retired,Retired,Standard,Bronze,Active,No,Yes,No,Yes
CUST-12679,Nicholas,Anderson,Male,33,26-35,1990-11-27,Single,Bachelor,Sales,Contract,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-26600,Elizabeth,Baker,Female,50,36-50,1974-01-07,Married,Bachelor,Healthcare,Contract,Premium,Gold,Active,No,Yes,Yes,Yes
CUST-14357,Edward,Flores,Male,18,18-25,2006-06-12,Single,Bachelor,Student,Unemployed,Emerging,Bronze,Inactive,Yes,Yes,Yes,Yes
CUST-29850,Steven,Nelson,Male,41,36-50,1983-05-27,Widowed,Bachelor,Sales,Contract,High Risk,Gold,Active,No,Yes,Yes,Yes
CUST-22390,Nicholas,Torres,Male,56,51-65,1968-06-16,Married,Bachelor,Management,Self-Employed,Premium,Gold,Active,Yes,No,Yes,Yes
CUST-20528,Nicholas,Jackson,Male,22,18-25,2001-08-25,Single,High School,Sales,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-14580,Sharon,Hill,Female,60,51-65,1963-08-31,Single,Master,Technology,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-23635,Cynthia,King,Female,20,18-25,2003-12-15,Single,Bachelor,Professional,Salaried,Premium,Silver,Active,Yes,No,Yes,Yes
CUST-13116,Angela,Moore,Female,33,26-35,1990-10-21,Married,Bachelor,Sales,Salaried,Emerging,Silver,Active,Yes,No,Yes,Yes
CUST-29498,Rachel,Thomas,Female,27,26-35,1997-04-30,Married,Master,Management,Salaried,Premium,Gold,Dormant,Yes,Yes,Yes,Yes
CUST-17704,Kenneth,Jones,Male,73,65+,1950-07-30,Married,Bachelor,Services,Salaried,Emerging,Bronze,Active,Yes,Yes,Yes,Yes
CUST-18396,Ashley,Hernandez,Female,18,18-25,2005-12-20,Single,High School,Services,Salaried,Emerging,Bronze,Active,Yes,Yes,Yes,Yes
CUST-24281,Linda,Hernandez,Female,47,36-50,1977-04-28,Married,High School,Sales,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-10922,Thomas,Nguyen,Male,43,36-50,1980-09-22,Single,Bachelor,Technology,Salaried,Emerging,Silver,Active,Yes,Yes,No,Yes
CUST-11087,Jennifer,Lewis,Female,30,26-35,1994-02-21,Single,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-19072,Rebecca,Miller,Female,18,18-25,2005-10-17,Single,Bachelor,Professional,Salaried,Premium,Gold,Inactive,Yes,Yes,No,Yes
CUST-17318,Samantha,Jackson,Female,36,36-50,1987-12-04,Married,High School,Skilled Labor,Salaried,Standard,Bronze,Active,Yes,Yes,Yes,No
CUST-20944,Steven,Scott,Male,35,26-35,1988-07-05,Married,Bachelor,Management,Salaried,Standard,Gold,Active,No,No,Yes,Yes
CUST-22367,Rebecca,Davis,Female,55,51-65,1969-04-18,Married,Master,Management,Salaried,Premium,Platinum,Active,Yes,Yes,Yes,Yes
CUST-27938,William,Hill,Male,33,26-35,1990-12-20,Single,Bachelor,Technology,Salaried,High Risk,Gold,Active,No,Yes,Yes,Yes
CUST-22597,Barbara,Jackson,Female,27,26-35,1996-10-05,Single,Bachelor,Sales,Salaried,Standard,Bronze,Active,Yes,No,Yes,No
CUST-11363,Rachel,Walker,Female,61,51-65,1963-02-07,Married,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-24226,Amy,Baker,Female,50,36-50,1973-07-13,Divorced,Associate,Sales,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-18823,William,Green,Male,43,36-50,1981-03-03,Married,Master,Technology,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-27477,Eric,Johnson,Male,37,36-50,1986-11-25,Single,Master,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-15046,Deborah,Sanchez,Female,36,36-50,1987-12-22,Married,High School,Logistics,Salaried,Emerging,Silver,Active,No,Yes,Yes,Yes
CUST-12233,Deborah,Flores,Female,24,18-25,2000-01-10,Single,Master,Management,Salaried,High Value,Gold,Active,No,Yes,Yes,Yes
CUST-16423,Frank,Wilson,Male,40,36-50,1983-11-06,Single,High School,Skilled Labor,Salaried,Emerging,Bronze,Active,Yes,Yes,Yes,No
CUST-22621,Laura,Anderson,Female,44,36-50,1980-02-10,Divorced,Associate,Services,Salaried,Standard,Bronze,Active,No,Yes,Yes,No
CUST-26075,Helen,Torres,Female,71,65+,1953-05-27,Single,Associate,Retired,Retired,Emerging,Bronze,Dormant,Yes,No,Yes,Yes
CUST-25899,James,Scott,Male,41,36-50,1983-03-05,Married,Bachelor,Healthcare,Salaried,Emerging,Silver,Active,Yes,Yes,No,Yes
CUST-14154,Michael,Johnson,Male,41,36-50,1982-08-05,Married,High School,Sales,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-27973,Paul,Perez,Male,57,51-65,1967-05-15,Married,Bachelor,Professional,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-25738,Debra,Nguyen,Female,31,26-35,1993-01-12,Married,Associate,Administrative,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-25103,Gary,Lee,Male,56,51-65,1968-05-09,Married,High School,Services,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-21805,Amanda,King,Female,29,26-35,1995-06-20,Married,Bachelor,Technology,Salaried,High Risk,Silver,Active,Yes,Yes,No,No
CUST-27384,Jonathan,Martin,Male,44,36-50,1980-04-17,Married,Bachelor,Technology,Salaried,Standard,Silver,Active,No,Yes,Yes,No
CUST-19016,Patrick,Ramirez,Male,36,36-50,1987-11-07,Single,Associate,Administrative,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,No
CUST-12130,Eric,Rivera,Male,31,26-35,1993-02-25,Married,Bachelor,Professional,Salaried,Premium,Silver,Active,No,Yes,No,Yes
CUST-12415,Patrick,Taylor,Male,49,36-50,1975-01-13,Married,Doctorate,Professional,Salaried,Premium,Platinum,Active,Yes,Yes,Yes,Yes
CUST-23792,Larry,Harris,Male,42,36-50,1981-07-26,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-13979,Jeffrey,Perez,Male,52,51-65,1971-07-05,Single,Associate,Administrative,Salaried,Standard,Silver,Inactive,Yes,Yes,Yes,Yes
CUST-16926,Eric,Allen,Male,43,36-50,1980-07-17,Married,Bachelor,Management,Salaried,Standard,Silver,Inactive,Yes,Yes,No,No
CUST-24429,Sarah,Sanchez,Female,46,36-50,1978-01-25,Single,Bachelor,Sales,Contract,Premium,Silver,Active,Yes,Yes,Yes,Yes
CUST-16254,James,Williams,Male,47,36-50,1976-09-25,Single,Associate,Healthcare,Salaried,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-25077,Michael,Ramirez,Male,60,51-65,1963-09-03,Married,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-19403,Dorothy,King,Female,38,36-50,1986-04-24,Married,Bachelor,Professional,Salaried,High Risk,Gold,Active,Yes,Yes,Yes,Yes
CUST-20407,Brandon,Hall,Male,51,51-65,1972-11-26,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,No,Yes,Yes
CUST-15392,Linda,Brown,Female,18,18-25,2006-01-13,Single,High School,Services,Salaried,Emerging,Bronze,Active,Yes,Yes,Yes,Yes
CUST-15196,Betty,Robinson,Female,52,51-65,1972-05-24,Married,Bachelor,Management,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-11384,Justin,Green,Male,49,36-50,1974-08-16,Divorced,Master,Professional,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-24372,Anna,Scott,Female,20,18-25,2003-08-27,Single,Associate,Administrative,Self-Employed,High Risk,Bronze,Active,Yes,Yes,Yes,Yes
CUST-15130,Lisa,Jones,Female,28,26-35,1995-07-14,Single,Master,Professional,Salaried,Standard,Gold,Active,Yes,Yes,Yes,Yes
CUST-23139,Laura,Smith,Female,60,51-65,1964-05-11,Married,Bachelor,Professional,Salaried,Premium,Gold,Inactive,Yes,Yes,No,Yes
CUST-16240,Cynthia,Lopez,Female,58,51-65,1966-06-12,Single,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-21430,Robert,Davis,Male,24,18-25,2000-05-22,Single,Associate,Administrative,Salaried,Standard,Silver,Active,Yes,Yes,Yes,Yes
CUST-13394,Brian,Nguyen,Male,47,36-50,1976-08-13,Married,Master,Management,Salaried,High Value,Gold,Inactive,Yes,No,Yes,Yes
CUST-29517,Carol,Thomas,Female,41,36-50,1983-01-12,Married,Bachelor,Healthcare,Salaried,Premium,Gold,Active,Yes,Yes,Yes,Yes
CUST-10170,Melissa,Hall,Female,28,26-35,1995-08-14,Single,Bachelor,Management,Salaried,Standard,Bronze,Active,No,No,Yes,Yes
CUST-26219,Barbara,Hall,Female,51,51-65,1973-06-20,Married,Master,Professional,Salaried,Premium,Gold,Active,Yes,Yes,Yes,No
CUST-24867,Nicole,Scott,Female,20,18-25,2003-08-20,Single,High School,Sales,Salaried,High Risk,Bronze,Active,No,Yes,Yes,Yes
CUST-13883,Rachel,Moore,Female,18,18-25,2006-06-09,Single,Bachelor,Services,Salaried,Standard,Bronze,Active,Yes,Yes,No,Yes
CUST-12584,Edward,Davis,Male,62,51-65,1961-11-25,Married,High School,Skilled Labor,Self-Employed,Standard,Silver,Active,No,Yes,Yes,Yes
CUST-22026,Larry,Walker,Male,28,26-35,1996-03-05,Married,Bachelor,Professional,Salaried,Premium,Gold,Active,Yes,Yes,No,Yes
CUST-23004,Frank,Walker,Male,20,18-25,2004-06-13,Single,Associate,Student,Unemployed,Emerging,Bronze,Active,Yes,Yes,Yes,Yes
CUST-21989,Amy,Wright,Female,62,51-65,1962-03-09,Married,Master,Management,Contract,Premium,Platinum,Active,Yes,Yes,Yes,No
CUST-27312,Barbara,Gonzalez,Female,42,36-50,1981-09-21,Married,Associate,Skilled Labor,Salaried,Emerging,Silver,Active,Yes,Yes,Yes,Yes
CUST-17677,Debra,Anderson,Female,35,26-35,1988-11-12,Married,Bachelor,Management,Salaried,High Risk,Silver,Active,Yes,Yes,Yes,Yes
CUST-20326,Stephen,Young,Male,54,51-65,1970-04-02,Married,Associate,Administrative,Salaried,Emerging,Bronze,Inactive,Yes,Yes,Yes,Yes
