Customer_ID,First_Name,Last_Name,Gender,Age,Date_of_Birth,Marital_Status,Education,Occupation,Employment_Status,Annual_Income,City,State,Region,Branch_ID,Branch_Name,Account_Type,Account_Open_Date,Customer_Tenure_Years,Account_Balance,Savings_Balance,Current_Account_Balance,Number_of_Products,Credit_Card,Debit_Card,Online_Banking,Mobile_Banking,Credit_Score,Credit_Score_Category,Existing_Loans,Outstanding_Debt,Debt_to_Income_Ratio,Loan_ID,Loan_Type,Loan_Application_Date,Loan_Amount,Interest_Rate,Loan_Tenure_Months,Monthly_Installment,Loan_Status,Approval_Date,Loan_Purpose,Risk_Category,Default_Flag,Default_Probability,Customer_Segment,Customer_Status,Last_Transaction_Date,Age_Group,Income_Group,Balance_Category,Loan_Amount_Category,Customer_Tenure_Group,Debt_to_Income_Category,Customer_Value_Category,Loan_Approval_Flag,Monthly_Income,Estimated_Annual_Interest
CUST-19743,Christine,Nelson,Female,48,1976-01-02,Married,High School,Skilled Labor,Salaried,39700.0,Denver,CO,West,BR-013,Denver Mile High Branch,Checking,2022-09-12,1.8,14792.01,8242.44,6549.57,2,Yes,No,Yes,Yes,763,Very Good (740-799),1,7650.19,0.1927,LN-109743,Personal Loan,2021-10-19,11300.0,10.74,24,525.31,Rejected,,Debt Consolidation,Low Risk,0,0.013,Emerging,Active,2024-06-02,36-50,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Small ($10k-$25k),Developing (1-3 yrs),Low (<20%),Bronze,0,3308.33,1213.62
CUST-24518,Michael,Martinez,Male,31,1992-12-27,Single,Bachelor,Professional,Salaried,62800.0,Seattle,WA,West,BR-012,Seattle Sound Branch,Savings,2019-03-14,5.3,45627.17,31434.58,14192.59,3,Yes,Yes,Yes,Yes,663,Fair (580-669),1,12246.0,0.195,LN-114518,Personal Loan,2021-01-10,10600.0,13.09,60,241.67,Approved,2021-01-15,Major Purchase,Medium Risk,0,0.0622,Premium,Active,2024-06-13,26-35,Middle ($60k-$100k),Healthy ($25k-$75k),Small ($10k-$25k),Established (3-7 yrs),Low (<20%),Gold,1,5233.33,1387.54
CUST-16441,Andrew,Miller,Male,46,1977-10-09,Married,High School,Administrative,Salaried,42400.0,Miami,FL,South,BR-010,Miami Coastal Branch,Money Market,2022-04-19,2.2,16546.91,9462.29,7084.62,3,Yes,No,No,Yes,714,Good (670-739),2,4956.56,0.1169,LN-106441,Auto Loan,2022-08-23,17700.0,6.73,48,421.63,Approved,2022-09-06,New Vehicle,Low Risk,0,0.008,Emerging,Active,2024-06-03,36-50,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Small ($10k-$25k),Developing (1-3 yrs),Low (<20%),Silver,1,3533.33,1191.21
CUST-29363,Patricia,Allen,Female,41,1982-08-06,Widowed,Master,Professional,Salaried,83000.0,Charlotte,NC,South,BR-009,Charlotte Queen City Branch,Money Market,2010-04-19,14.2,100939.16,66251.63,34687.53,5,Yes,Yes,Yes,No,753,Very Good (740-799),1,17753.7,0.2139,LN-119363,Personal Loan,2021-08-19,22800.0,10.8,60,493.46,Approved,2021-09-01,Debt Consolidation,Low Risk,0,0.0164,Premium,Active,2024-05-29,36-50,Middle ($60k-$100k),High ($75k-$150k),Small ($10k-$25k),Veteran (10+ yrs),Moderate (20-35%),Platinum,1,6916.67,2462.4
CUST-17095,Kevin,Baker,Male,41,1983-05-09,Married,High School,Services,Salaried,40300.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Savings,2014-12-31,9.5,1121.36,626.53,494.83,3,Yes,Yes,Yes,Yes,715,Good (670-739),2,11747.45,0.2915,LN-107095,Personal Loan,2022-04-06,7700.0,11.54,48,201.04,Approved,2022-04-20,Debt Consolidation,Low Risk,0,0.0404,Standard,Inactive,2024-03-30,36-50,Lower-Middle ($35k-$60k),Low (<$5k),Micro (<$10k),Loyal (7-10 yrs),Moderate (20-35%),Bronze,1,3358.33,888.58
CUST-19460,Scott,Young,Male,44,1980-01-07,Divorced,Bachelor,Professional,Salaried,97100.0,Minneapolis,MN,Midwest,BR-006,Minneapolis Gateway Branch,Savings,2022-05-25,2.1,18293.37,15521.87,2771.5,5,No,Yes,Yes,Yes,804,Excellent (800-850),1,9632.32,0.0992,LN-109460,Personal Loan,2021-02-17,11600.0,9.31,12,1016.11,Approved,2021-03-03,Medical Expenses,Low Risk,0,0.008,Premium,Active,2024-05-31,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Small ($10k-$25k),Developing (1-3 yrs),Low (<20%),Gold,1,8091.67,1079.96
CUST-17862,Donald,Green,Male,41,1983-06-13,Single,Associate,Skilled Labor,Salaried,39300.0,Atlanta,GA,South,BR-007,Atlanta Midtown Branch,Checking,2017-04-19,7.2,7186.76,4370.84,2815.92,3,No,Yes,Yes,Yes,682,Good (670-739),3,8288.37,0.2109,LN-107862,Education Loan,2022-05-07,19100.0,6.82,60,376.58,Approved,2022-05-11,Graduate School,Low Risk,0,0.0205,Standard,Active,2024-05-27,36-50,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Small ($10k-$25k),Loyal (7-10 yrs),Moderate (20-35%),Bronze,1,3275.0,1302.62
CUST-28363,Jeffrey,Walker,Male,46,1977-09-13,Divorced,Doctorate,Professional,Salaried,189900.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Checking,2017-05-25,7.1,19285.58,14493.32,4792.26,3,Yes,Yes,Yes,Yes,850,Excellent (800-850),1,31580.37,0.1663,LN-118363,Auto Loan,2022-01-13,73200.0,4.83,48,1680.11,Rejected,,New Vehicle,Low Risk,0,0.008,Premium,Active,2024-06-17,36-50,High (>=$150k),Moderate ($5k-$25k),Medium ($25k-$75k),Loyal (7-10 yrs),Low (<20%),Platinum,0,15825.0,3535.56
CUST-29660,Jeffrey,Garcia,Male,47,1976-11-21,Married,Bachelor,Management,Salaried,106600.0,Detroit,MI,Midwest,BR-005,Detroit Downtown Branch,Checking,2016-08-06,7.9,10240.42,6105.24,4135.18,5,Yes,Yes,Yes,Yes,722,Good (670-739),0,27694.68,0.2598,LN-119660,Auto Loan,2023-06-06,50800.0,7.21,48,1221.42,Approved,2023-06-09,Used Vehicle,Low Risk,0,0.0116,Premium,Active,2024-06-17,36-50,Upper-Middle ($100k-$150k),Moderate ($5k-$25k),Medium ($25k-$75k),Loyal (7-10 yrs),Moderate (20-35%),Gold,1,8883.33,3662.68
CUST-28323,Jessica,Thomas,Female,51,1972-08-22,Married,Associate,Services,Salaried,48400.0,Detroit,MI,Midwest,BR-005,Detroit Downtown Branch,Checking,2023-02-05,1.4,13916.51,10570.9,3345.61,2,No,Yes,Yes,Yes,669,Fair (580-669),1,16998.08,0.3512,LN-118323,Home Loan,2022-06-04,207500.0,6.49,360,1310.18,Approved,2022-06-17,Home Purchase,Low Risk,0,0.0225,Emerging,Active,2024-06-23,51-65,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Jumbo (>=$200k),Developing (1-3 yrs),Manageable (36-49%),Silver,1,4033.33,13466.75
CUST-13363,Emily,Torres,Female,30,1993-12-03,Single,Master,Management,Salaried,154800.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Savings,2023-11-24,0.6,58781.37,42613.26,16168.11,3,Yes,Yes,Yes,Yes,677,Good (670-739),0,47693.88,0.3081,LN-103363,Auto Loan,2022-04-12,58200.0,7.63,60,1169.81,Approved,2022-04-16,New Vehicle,Low Risk,0,0.0273,Premium,Active,2024-06-26,26-35,High (>=$150k),Healthy ($25k-$75k),Medium ($25k-$75k),New (<1 yr),Moderate (20-35%),Platinum,1,12900.0,4440.66
CUST-24072,Stephen,Williams,Male,44,1980-02-13,Married,Master,Management,Salaried,169400.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Checking,2021-07-01,3.0,39591.91,29177.43,10414.48,5,Yes,Yes,Yes,Yes,677,Good (670-739),1,49600.32,0.2928,LN-114072,Home Loan,2022-04-13,550000.0,6.71,180,4854.81,Approved,2022-04-23,Refinance,Low Risk,0,0.0161,Premium,Active,2024-05-17,36-50,High (>=$150k),Healthy ($25k-$75k),Jumbo (>=$200k),Established (3-7 yrs),Moderate (20-35%),Platinum,1,14116.67,36905.0
CUST-11939,Ronald,Rivera,Male,32,1992-02-29,Single,Bachelor,Technology,Salaried,79900.0,Philadelphia,PA,Northeast,BR-003,Philadelphia Central Branch,Checking,2021-04-19,3.2,9844.22,6949.78,2894.44,4,Yes,Yes,Yes,Yes,726,Good (670-739),0,27941.03,0.3497,LN-101939,Home Loan,2021-05-11,251900.0,5.51,360,1431.84,Approved,2021-05-20,Home Purchase,Low Risk,0,0.0094,Standard,Active,2024-06-09,26-35,Middle ($60k-$100k),Moderate ($5k-$25k),Jumbo (>=$200k),Established (3-7 yrs),Moderate (20-35%),Silver,1,6658.33,13879.69
CUST-28647,Jason,Davis,Male,33,1991-05-18,Married,Master,Management,Self-Employed,123100.0,Phoenix,AZ,West,BR-014,Phoenix Valley Branch,Money Market,2018-08-07,5.9,143212.54,112247.54,30965.0,3,Yes,Yes,Yes,Yes,712,Good (670-739),2,58767.94,0.4774,LN-118647,Auto Loan,2021-08-04,36400.0,7.29,72,625.67,Approved,2021-08-17,New Vehicle,Low Risk,0,0.0328,High Value,Active,2024-06-06,26-35,Upper-Middle ($100k-$150k),High ($75k-$150k),Medium ($25k-$75k),Established (3-7 yrs),Manageable (36-49%),Platinum,1,10258.33,2653.56
CUST-24616,Mary,Hernandez,Female,31,1993-05-12,Single,High School,Administrative,Salaried,39800.0,Boston,MA,Northeast,BR-002,Boston Harbor Branch,Savings,2021-12-30,2.5,22561.5,15616.8,6944.7,2,No,Yes,Yes,No,673,Good (670-739),0,6455.56,0.1622,LN-114616,Personal Loan,2021-11-25,4400.0,11.65,24,206.4,Approved,2021-12-03,Home Renovation,Low Risk,0,0.0428,Emerging,Active,2024-06-18,26-35,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Micro (<$10k),Developing (1-3 yrs),Low (<20%),Silver,1,3316.67,512.6
CUST-16429,Frank,Miller,Male,23,2000-07-25,Single,High School,Sales,Salaried,24100.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Checking,2019-07-01,5.0,4190.47,2543.46,1647.01,4,No,Yes,No,Yes,636,Fair (580-669),1,12676.6,0.526,LN-106429,Personal Loan,2021-06-25,5700.0,14.01,36,194.84,Rejected,,Major Purchase,High Risk,0,0.2959,Standard,Active,2024-06-12,18-25,Low (<$35k),Low (<$5k),Micro (<$10k),Established (3-7 yrs),Critical (>=50%),Bronze,0,2008.33,798.57
CUST-14871,Ronald,Anderson,Male,73,1951-02-01,Divorced,Bachelor,Management,Salaried,96200.0,Miami,FL,South,BR-010,Miami Coastal Branch,Checking,2017-09-12,6.8,22923.83,16514.96,6408.87,3,Yes,Yes,Yes,Yes,772,Very Good (740-799),2,17941.3,0.1865,LN-104871,Auto Loan,2022-06-22,27900.0,6.06,60,540.16,Approved,2022-06-26,New Vehicle,Low Risk,0,0.008,Premium,Active,2024-05-20,65+,Middle ($60k-$100k),Moderate ($5k-$25k),Medium ($25k-$75k),Established (3-7 yrs),Low (<20%),Gold,1,8016.67,1690.74
CUST-22731,Timothy,Adams,Male,33,1990-09-13,Married,High School,Services,Salaried,37100.0,Philadelphia,PA,Northeast,BR-003,Philadelphia Central Branch,Money Market,2022-09-12,1.8,23838.75,13707.31,10131.44,2,Yes,Yes,Yes,Yes,798,Very Good (740-799),1,8699.95,0.2345,LN-112731,Home Loan,2022-09-28,131400.0,4.16,240,807.38,Approved,2022-10-07,Home Purchase,Low Risk,0,0.008,Emerging,Active,2024-05-27,26-35,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Large ($75k-$200k),Developing (1-3 yrs),Moderate (20-35%),Silver,1,3091.67,5466.24
CUST-13878,Margaret,Hernandez,Female,36,1988-02-20,Widowed,Master,Professional,Salaried,85700.0,Denver,CO,West,BR-013,Denver Mile High Branch,Checking,2023-12-31,0.5,32329.07,24867.1,7461.97,3,Yes,No,Yes,No,788,Very Good (740-799),3,11732.33,0.1369,LN-103878,Education Loan,2022-01-31,30800.0,4.59,180,237.04,Approved,2022-02-10,Graduate School,Low Risk,0,0.008,Premium,Active,2024-06-25,36-50,Middle ($60k-$100k),Healthy ($25k-$75k),Medium ($25k-$75k),New (<1 yr),Low (<20%),Gold,1,7141.67,1413.72
CUST-16511,Jason,Green,Male,49,1975-01-31,Married,Associate,Sales,Contract,83600.0,Dallas,TX,South,BR-008,Dallas Commercial Branch,Checking,2021-08-06,2.9,20169.79,15278.15,4891.64,1,Yes,Yes,Yes,Yes,804,Excellent (800-850),0,13860.88,0.1658,LN-106511,Home Loan,2022-07-11,364400.0,3.58,360,1652.64,Approved,2022-07-22,Home Purchase,Low Risk,0,0.008,Premium,Active,2024-06-08,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Jumbo (>=$200k),Developing (1-3 yrs),Low (<20%),Silver,1,6966.67,13045.52
CUST-27809,Jacob,Wilson,Male,41,1983-01-13,Married,Bachelor,Professional,Contract,89600.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Checking,2024-03-13,0.3,12515.42,7761.69,4753.73,1,No,Yes,Yes,Yes,670,Good (670-739),1,20410.88,0.2278,LN-117809,Auto Loan,2023-11-30,47200.0,7.19,72,809.03,Approved,2023-12-14,New Vehicle,Low Risk,0,0.0209,Premium,Active,2024-06-12,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Medium ($25k-$75k),New (<1 yr),Moderate (20-35%),Gold,1,7466.67,3393.68
CUST-23003,Linda,Jones,Female,45,1978-11-08,Married,Bachelor,Professional,Self-Employed,108500.0,Dallas,TX,South,BR-008,Dallas Commercial Branch,Money Market,2009-03-13,15.3,57080.24,41841.31,15238.93,2,Yes,Yes,Yes,No,739,Good (670-739),1,27483.05,0.2533,LN-113003,Home Loan,2021-04-06,350900.0,5.42,360,1974.79,Approved,2021-04-11,Home Purchase,Low Risk,0,0.008,Premium,Inactive,2024-03-13,36-50,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Jumbo (>=$200k),Veteran (10+ yrs),Moderate (20-35%),Gold,1,9041.67,19018.78
CUST-12885,Richard,Jackson,Male,22,2001-11-10,Single,Master,Professional,Self-Employed,86500.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Money Market,2022-05-25,2.1,32985.5,25420.26,7565.24,2,Yes,Yes,Yes,Yes,688,Good (670-739),1,26339.25,0.3045,LN-102885,Home Loan,2021-03-05,255200.0,6.63,240,1922.28,Approved,2021-03-12,Home Improvement,Low Risk,0,0.0144,Premium,Active,2024-05-26,18-25,Middle ($60k-$100k),Healthy ($25k-$75k),Jumbo (>=$200k),Developing (1-3 yrs),Moderate (20-35%),Gold,1,7208.33,16919.76
CUST-13715,Melissa,Ramirez,Female,46,1977-12-30,Widowed,Master,Healthcare,Salaried,102800.0,Detroit,MI,Midwest,BR-005,Detroit Downtown Branch,Checking,2004-06-30,20.0,71497.05,53790.67,17706.38,1,Yes,Yes,Yes,Yes,643,Fair (580-669),2,69904.0,0.68,LN-103715,Auto Loan,2024-01-13,55700.0,9.75,36,1790.75,Pending,,New Vehicle,High Risk,0,0.2043,Standard,Active,2024-06-22,36-50,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Medium ($25k-$75k),Veteran (10+ yrs),Critical (>=50%),Gold,0,8566.67,5430.75
CUST-25205,Jason,Allen,Male,32,1991-07-10,Single,Master,Management,Salaried,137700.0,Minneapolis,MN,Midwest,BR-006,Minneapolis Gateway Branch,Certificate of Deposit,2021-11-24,2.6,25278.88,17933.35,7345.53,3,Yes,Yes,No,Yes,744,Very Good (740-799),1,26052.84,0.1892,LN-115205,Home Loan,2023-09-10,378300.0,4.75,360,1973.39,Approved,2023-09-18,Refinance,Low Risk,0,0.008,Premium,Active,2024-06-10,26-35,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Jumbo (>=$200k),Developing (1-3 yrs),Low (<20%),Gold,1,11475.0,17969.25
CUST-13481,Stephen,Baker,Male,44,1980-03-11,Married,Bachelor,Sales,Salaried,77900.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Checking,2020-03-13,4.3,17645.46,10701.17,6944.29,3,Yes,Yes,Yes,Yes,621,Fair (580-669),2,48523.91,0.6229,LN-103481,Auto Loan,2022-12-25,17000.0,9.93,36,547.98,Rejected,,Used Vehicle,High Risk,0,0.2186,Standard,Active,2024-05-29,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Small ($10k-$25k),Established (3-7 yrs),Critical (>=50%),Silver,0,6491.67,1688.1
CUST-21882,Charles,Davis,Male,43,1981-03-04,Married,Bachelor,Professional,Salaried,70900.0,Los Angeles,CA,West,BR-015,Los Angeles Metro Branch,Savings,2020-02-05,4.4,19651.8,12459.17,7192.63,4,Yes,Yes,No,Yes,726,Good (670-739),2,34719.73,0.4897,LN-111882,Home Loan,2024-05-28,199600.0,6.88,240,1533.15,Rejected,,Home Purchase,Low Risk,0,0.0186,Standard,Inactive,2024-01-17,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Large ($75k-$200k),Established (3-7 yrs),Manageable (36-49%),Silver,0,5908.33,13732.48
CUST-15070,Scott,Lewis,Male,52,1972-03-07,Divorced,Associate,Sales,Salaried,58200.0,Seattle,WA,West,BR-012,Seattle Sound Branch,Checking,2014-05-25,10.1,30128.21,21993.88,8134.33,4,No,Yes,Yes,Yes,767,Very Good (740-799),2,10772.82,0.1851,LN-105070,Business Loan,2023-10-08,39700.0,7.84,120,478.32,Approved,2023-10-17,Business Expansion,Low Risk,0,0.0082,Standard,Active,2024-05-23,51-65,Lower-Middle ($35k-$60k),Healthy ($25k-$75k),Medium ($25k-$75k),Veteran (10+ yrs),Low (<20%),Silver,1,4850.0,3112.48
CUST-27642,Kathleen,White,Female,61,1962-07-11,Married,High School,Skilled Labor,Salaried,61500.0,Phoenix,AZ,West,BR-014,Phoenix Valley Branch,Savings,2019-05-26,5.1,13280.36,9291.22,3989.14,3,No,Yes,No,Yes,772,Very Good (740-799),2,16598.85,0.2699,LN-117642,Personal Loan,2023-03-19,15300.0,10.77,12,1350.6,Approved,2023-03-24,Major Purchase,Low Risk,0,0.0159,Standard,Active,2024-05-18,51-65,Middle ($60k-$100k),Moderate ($5k-$25k),Small ($10k-$25k),Established (3-7 yrs),Moderate (20-35%),Silver,1,5125.0,1647.81
CUST-13028,Elizabeth,Anderson,Female,40,1984-06-12,Married,Associate,Skilled Labor,Salaried,43900.0,Atlanta,GA,South,BR-007,Atlanta Midtown Branch,Checking,2021-10-18,2.7,9661.27,5910.48,3750.79,3,No,Yes,No,No,795,Very Good (740-799),1,5816.75,0.1325,LN-103028,Personal Loan,2021-08-09,4600.0,10.03,36,148.49,Approved,2021-08-17,Major Purchase,Low Risk,0,0.008,Standard,Active,2024-06-15,36-50,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Micro (<$10k),Developing (1-3 yrs),Low (<20%),Bronze,1,3658.33,461.38
CUST-25908,James,Hall,Male,38,1986-06-18,Single,Bachelor,Management,Salaried,77000.0,Atlanta,GA,South,BR-007,Atlanta Midtown Branch,Savings,2018-09-12,5.8,15483.55,11391.15,4092.4,3,Yes,Yes,Yes,Yes,680,Good (670-739),1,38684.8,0.5024,LN-115908,Auto Loan,2024-05-27,35200.0,8.41,60,720.66,Rejected,,New Vehicle,Medium Risk,0,0.0608,Standard,Active,2024-05-22,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Medium ($25k-$75k),Established (3-7 yrs),Critical (>=50%),Silver,0,6416.67,2960.32
CUST-24005,Emily,Clark,Female,29,1994-08-28,Single,Master,Management,Salaried,73000.0,Charlotte,NC,South,BR-009,Charlotte Queen City Branch,Savings,2021-08-06,2.9,13123.96,9847.3,3276.66,2,Yes,Yes,Yes,Yes,552,Poor (300-579),2,22703.0,0.311,LN-114005,Business Loan,2021-06-26,83400.0,11.78,60,1845.93,Approved,2021-07-10,Business Expansion,High Risk,0,0.2874,High Risk,Active,2024-06-23,26-35,Middle ($60k-$100k),Moderate ($5k-$25k),Large ($75k-$200k),Developing (1-3 yrs),Moderate (20-35%),Silver,1,6083.33,9824.52
CUST-22210,Kevin,Allen,Male,46,1977-12-29,Married,High School,Sales,Self-Employed,57900.0,Phoenix,AZ,West,BR-014,Phoenix Valley Branch,Money Market,2023-09-12,0.8,31887.89,20725.45,11162.44,1,No,Yes,Yes,No,732,Good (670-739),1,17196.3,0.297,LN-112210,Home Loan,2021-07-19,183800.0,5.3,240,1243.67,Approved,2021-07-29,Home Purchase,Low Risk,0,0.008,Emerging,Active,2024-05-25,36-50,Lower-Middle ($35k-$60k),Healthy ($25k-$75k),Large ($75k-$200k),New (<1 yr),Moderate (20-35%),Silver,1,4825.0,9741.4
CUST-22563,Ashley,Hernandez,Female,40,1983-09-01,Married,Bachelor,Technology,Salaried,100700.0,New York,NY,Northeast,BR-001,NYC Metro Branch,Savings,2021-08-06,2.9,11844.98,9612.48,2232.5,3,Yes,Yes,Yes,Yes,771,Very Good (740-799),2,29716.57,0.2951,LN-112563,Personal Loan,2021-10-23,11800.0,11.09,36,386.82,Approved,2021-10-30,Major Purchase,Low Risk,0,0.0183,Premium,Active,2024-06-15,36-50,Upper-Middle ($100k-$150k),Moderate ($5k-$25k),Small ($10k-$25k),Developing (1-3 yrs),Moderate (20-35%),Gold,1,8391.67,1308.62
CUST-26947,Helen,Rivera,Female,39,1985-02-02,Married,Master,Technology,Self-Employed,86700.0,Boston,MA,Northeast,BR-002,Boston Harbor Branch,Savings,2016-12-30,7.5,3119.04,2361.24,757.8,3,Yes,Yes,Yes,Yes,695,Good (670-739),1,31836.24,0.3672,LN-116947,Auto Loan,2024-04-30,30900.0,7.59,60,620.49,Approved,2024-05-04,New Vehicle,Low Risk,0,0.027,Premium,Active,2024-06-21,36-50,Middle ($60k-$100k),Low (<$5k),Medium ($25k-$75k),Loyal (7-10 yrs),Manageable (36-49%),Gold,1,7225.0,2345.31
CUST-20816,Christine,Ramirez,Female,42,1982-02-09,Married,Associate,Administrative,Salaried,50400.0,Seattle,WA,West,BR-012,Seattle Sound Branch,Checking,2010-12-31,13.5,11027.46,7158.4,3869.06,2,Yes,Yes,Yes,Yes,832,Excellent (800-850),3,12907.44,0.2561,LN-110816,Business Loan,2022-10-24,68800.0,7.39,36,2136.63,Approved,2022-10-27,Business Expansion,Low Risk,0,0.008,Standard,Inactive,2024-04-11,36-50,Lower-Middle ($35k-$60k),Moderate ($5k-$25k),Medium ($25k-$75k),Veteran (10+ yrs),Moderate (20-35%),Silver,1,4200.0,5084.32
CUST-16707,Shirley,Adams,Female,57,1967-04-15,Married,Master,Technology,Salaried,134900.0,San Francisco,CA,West,BR-011,San Francisco Tech Branch,Savings,2009-10-18,14.7,103690.31,81988.33,21701.98,5,Yes,No,Yes,Yes,813,Excellent (800-850),1,7972.59,0.0591,LN-106707,Auto Loan,2023-05-28,45100.0,4.87,60,848.41,Approved,2023-06-01,New Vehicle,Low Risk,0,0.008,High Value,Active,2024-06-24,51-65,Upper-Middle ($100k-$150k),High ($75k-$150k),Medium ($25k-$75k),Veteran (10+ yrs),Low (<20%),Platinum,1,11241.67,2196.37
CUST-15466,Brandon,Hill,Male,52,1971-08-28,Married,Bachelor,Professional,Self-Employed,99800.0,Chicago,IL,Midwest,BR-004,Chicago Loop Branch,Certificate of Deposit,2021-08-06,2.9,63458.96,52910.61,10548.35,2,Yes,No,Yes,Yes,850,Excellent (800-850),0,11536.88,0.1156,LN-105466,Home Loan,2021-04-10,314900.0,3.25,360,1370.46,Approved,2021-04-23,Refinance,Low Risk,0,0.008,Premium,Inactive,2024-02-19,51-65,Middle ($60k-$100k),Healthy ($25k-$75k),Jumbo (>=$200k),Developing (1-3 yrs),Low (<20%),Gold,1,8316.67,10234.25
CUST-16536,Patrick,Nguyen,Male,41,1982-11-01,Married,High School,Skilled Labor,Salaried,30300.0,Boston,MA,Northeast,BR-002,Boston Harbor Branch,Savings,2019-07-01,5.0,23518.13,17816.84,5701.29,3,No,Yes,Yes,Yes,793,Very Good (740-799),0,4981.32,0.1644,LN-106536,Home Loan,2021-05-24,110400.0,3.66,360,505.66,Pending,,Home Purchase,Low Risk,0,0.008,Standard,Active,2024-06-27,36-50,Low (<$35k),Moderate ($5k-$25k),Large ($75k-$200k),Established (3-7 yrs),Low (<20%),Silver,0,2525.0,4040.64
CUST-14706,Nicholas,Allen,Male,49,1974-07-11,Married,Bachelor,Management,Salaried,128700.0,San Francisco,CA,West,BR-011,San Francisco Tech Branch,Savings,2020-12-30,3.5,78341.77,53652.33,24689.44,4,Yes,Yes,Yes,No,812,Excellent (800-850),2,26267.67,0.2041,LN-104706,Business Loan,2022-07-06,230300.0,7.19,24,10330.97,Approved,2022-07-10,Working Capital,Low Risk,0,0.008,High Value,Inactive,2024-04-19,36-50,Upper-Middle ($100k-$150k),High ($75k-$150k),Jumbo (>=$200k),Established (3-7 yrs),Moderate (20-35%),Gold,1,10725.0,16558.57
CUST-20372,Shirley,Rodriguez,Female,33,1990-12-28,Single,Bachelor,Professional,Salaried,60100.0,Denver,CO,West,BR-013,Denver Mile High Branch,Savings,2015-08-07,8.9,8589.46,7257.4,1332.06,3,No,Yes,Yes,Yes,672,Good (670-739),3,25488.41,0.4241,LN-110372,Business Loan,2021-09-19,99400.0,9.91,36,3203.16,Rejected,,Business Expansion,Medium Risk,0,0.0926,Standard,Active,2024-05-29,26-35,Middle ($60k-$100k),Moderate ($5k-$25k),Large ($75k-$200k),Loyal (7-10 yrs),Manageable (36-49%),Silver,0,5008.33,9850.54
CUST-29662,Paul,Taylor,Male,38,1986-04-16,Single,Bachelor,Management,Self-Employed,98200.0,Charlotte,NC,South,BR-009,Charlotte Queen City Branch,Money Market,2013-02-05,11.4,16894.6,14128.21,2766.39,2,Yes,Yes,Yes,Yes,685,Good (670-739),2,41646.62,0.4241,LN-119662,Personal Loan,2023-08-11,19900.0,12.93,48,533.18,Approved,2023-08-23,Debt Consolidation,Medium Risk,0,0.1115,Premium,Active,2024-06-17,36-50,Middle ($60k-$100k),Moderate ($5k-$25k),Small ($10k-$25k),Veteran (10+ yrs),Manageable (36-49%),Gold,1,8183.33,2573.07
CUST-10569,Katherine,Jones,Female,46,1978-04-28,Married,Bachelor,Management,Salaried,195100.0,Dallas,TX,South,BR-008,Dallas Commercial Branch,Checking,2020-08-06,3.9,34255.03,29105.29,5149.74,2,Yes,Yes,Yes,Yes,717,Good (670-739),1,27762.73,0.1423,LN-100569,Personal Loan,2022-10-26,45000.0,11.66,60,993.29,Approved,2022-11-03,Debt Consolidation,Low Risk,0,0.0216,Premium,Active,2024-06-21,36-50,High (>=$150k),Healthy ($25k-$75k),Medium ($25k-$75k),Established (3-7 yrs),Low (<20%),Platinum,1,16258.33,5247.0
CUST-18697,Cynthia,Robinson,Female,18,2005-12-26,Married,Master,Management,Salaried,138600.0,Dallas,TX,South,BR-008,Dallas Commercial Branch,Money Market,2023-12-31,0.5,50609.57,36976.13,13633.44,5,Yes,Yes,Yes,No,822,Excellent (800-850),2,15093.54,0.1089,LN-108697,Personal Loan,2022-08-23,28800.0,9.82,24,1326.58,Approved,2022-08-29,Debt Consolidation,Low Risk,0,0.008,Premium,Inactive,2024-03-22,18-25,Upper-Middle ($100k-$150k),Healthy ($25k-$75k),Medium ($25k-$75k),New (<1 yr),Low (<20%),Gold,1,11550.0,2828.16
